Brand,Model,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Hyundai,Hyundai Grand i10 Asta,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Zen Estilo LXI Green (CNG),80000,CNG,Individual,Manual,Fourth & Above Owner
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,40000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W8 4WD,80000,Diesel,Individual,Manual,Second Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,30000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus ZLX,35000,Diesel,Individual,Manual,First Owner
Tata,Tata Winger Deluxe - Hi Roof (AC),180000,Diesel,Individual,Manual,Third Owner
Renault,Renault Lodgy 85PS RxL,60000,Diesel,Individual,Manual,First Owner
Audi,Audi A4 3.0 TDI Quattro,86000,Diesel,Dealer,Automatic,First Owner
Audi,Audi Q3 2.0 TDI Quattro Premium Plus,127643,Diesel,Dealer,Automatic,First Owner
Tata,Tata Hexa XTA,34000,Diesel,Individual,Automatic,First Owner
Mahindra,Mahindra Xylo D4,145000,Diesel,Individual,Manual,First Owner
Datsun,Datsun RediGO AMT 1.0 S,25000,Petrol,Individual,Automatic,First Owner
Tata,Tata Zest Revotron 1.2T XMS,54000,Petrol,Dealer,Manual,Second Owner
Audi,Audi A6 2.0 TDI  Design Edition,102354,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti Zen LX,70000,Petrol,Individual,Manual,Fourth & Above Owner
Nissan,Nissan Sunny XL D,70000,Diesel,Individual,Manual,First Owner
Audi,Audi Q3 35 TDI Quattro Technology,36000,Diesel,Dealer,Automatic,First Owner
Honda,Honda Brio VX,58000,Petrol,Dealer,Manual,First Owner
Tata,Tata Indigo CR4,100000,Diesel,Individual,Manual,First Owner
Audi,Audi Q5 2.0 TFSI Quattro Premium Plus,62237,Petrol,Dealer,Automatic,First Owner
Hyundai,Hyundai Santro Xing XL eRLX Euro III,90000,Petrol,Dealer,Manual,Second Owner
Maruti,Maruti 800 AC,100000,Petrol,Individual,Manual,Second Owner
Honda,Honda Jazz Select Edition,14000,Petrol,Dealer,Manual,First Owner
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,21394,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire AMT VXI,13800,Petrol,Individual,Automatic,First Owner
Hyundai,Hyundai Creta 1.6 SX Automatic,23000,Petrol,Dealer,Automatic,First Owner
Datsun,Datsun GO T Petrol,32686,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra Xylo D4,99700,Diesel,Individual,Manual,First Owner
Toyota,Toyota Fortuner 2.8 4WD AT BSIV,5000,Diesel,Individual,Automatic,First Owner
Honda,Honda City i-DTEC SV,49654,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Grand i10 Asta,45457,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai Creta 1.6 CRDi SX,39221,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai i20 Sportz 1.2,48220,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai i20 Sportz 1.2,11114,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai Getz 1.5 CRDi GVS,60208,Diesel,Dealer,Manual,First Owner
Volkswagen,Volkswagen Vento 1.5 TDI Highline,80000,Diesel,Dealer,Manual,First Owner
Mercedes-Benz,Mercedes-Benz E-Class 280 CDI Elegance,98600,Diesel,Dealer,Automatic,First Owner
Audi,Audi RS7 2015-2019 Sportback Performance,13000,Petrol,Dealer,Automatic,First Owner
Audi,Audi Q5 3.0 TDI Quattro Technology,30000,Diesel,Dealer,Automatic,First Owner
MG,MG Hector Smart AT,18000,Petrol,Dealer,Automatic,First Owner
Land,Land Rover Range Rover 4.4 Diesel LWB Vogue SE,100000,Diesel,Dealer,Automatic,First Owner
Honda,Honda City VX CVT,58000,Petrol,Dealer,Automatic,First Owner
Mahindra,Mahindra Xylo D4,85441,Diesel,Dealer,Manual,First Owner
Mahindra,Mahindra Verito 1.5 D4 BSIV,64541,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,35000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift ZXI Plus,30000,Petrol,Individual,Manual,First Owner
Nissan,Nissan Micra Active XV,16267,Petrol,Dealer,Manual,First Owner
Volkswagen,Volkswagen Vento 1.5 TDI Highline,71500,Diesel,Dealer,Manual,First Owner
BMW,BMW 5 Series 520d Luxury Line,12999,Diesel,Dealer,Automatic,First Owner
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,80000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Zen Estilo 1.1 LXI BSIII,90000,Petrol,Individual,Manual,Second Owner
Chevrolet,Chevrolet Spark 1.0 LT,28000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,200000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Creta 1.6 VTVT S,14700,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LX,90000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI BS IV,50000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing XS,100000,Petrol,Individual,Manual,Second Owner
Volkswagen,Volkswagen Polo GT 1.0 TSI,24000,Petrol,Individual,Automatic,First Owner
Tata,Tata Indigo CR4,100000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Getz GLX,90000,Petrol,Individual,Manual,First Owner
Tata,Tata Bolt Revotron XM,30000,Petrol,Individual,Manual,First Owner
Datsun,Datsun GO Plus T Option,80000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Magna 1.4 CRDi (Diesel),92686,Diesel,Dealer,Manual,Second Owner
Tata,Tata Indica GLS BS IV,300000,Petrol,Individual,Manual,Third Owner
Volkswagen,Volkswagen Vento Petrol Highline,90000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Santro LS zipPlus,60000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 AT W6 2WD,40000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Wagon R LXI,90000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet,Chevrolet Sail Hatchback LT ABS,80000,Diesel,Individual,Manual,First Owner
Honda,Honda City 1.3 EXI,100000,Petrol,Individual,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,20000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VXI,51000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LX BSIII,120000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai EON Era Plus Sports Edition,55000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,6000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,40000,Petrol,Individual,Manual,Second Owner
Skoda,Skoda Rapid 1.6 MPI AT Ambition BSIV,15000,Petrol,Individual,Automatic,First Owner
Ambassador,Ambassador CLASSIC 1500 DSL AC,50000,Diesel,Individual,Manual,Second Owner
Fiat,Fiat Linea T Jet Emotion,90000,Petrol,Individual,Manual,Second Owner
Renault,Renault Scala Diesel RxL,38500,Diesel,Individual,Manual,First Owner
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,35000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Gypsy King HT BSIV,49359,Petrol,Individual,Manual,Third Owner
Maruti,Maruti 800 AC Uniq,70000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI Minor,90000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R VXI BS IV,50000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 VX 8 STR,108731,Diesel,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,120000,Diesel,Individual,Manual,First Owner
Tata,Tata Sumo Gold EX BSIII,60000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Renault Logan 1.5 DLX Diesel,90000,Diesel,Individual,Manual,Third Owner
Toyota,Toyota Etios GD,140000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai EON Magna Plus,80000,Petrol,Individual,Manual,First Owner
Nissan,Nissan Micra Diesel XV,90000,Diesel,Individual,Manual,First Owner
Renault,Renault Lodgy Stepway 85PS RXZ 8S,40000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI,14000,Petrol,Individual,Manual,First Owner
Tata,Tata Aria Pleasure 4x2,70000,Diesel,Individual,Manual,Second Owner
Honda,Honda Accord 2.4 MT,55000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi,60000,Petrol,Individual,Manual,Third Owner
Chevrolet,Chevrolet Cruze LT,74000,Diesel,Individual,Manual,Second Owner
Ford,Ford Figo Aspire 1.5 TDCi Titanium,45000,Diesel,Dealer,Manual,First Owner
Honda,Honda City i-DTEC ZX,38000,Diesel,Dealer,Manual,First Owner
Honda,Honda BR-V i-DTEC VX MT,24000,Diesel,Dealer,Manual,First Owner
Honda,Honda WR-V i-VTEC VX,29976,Petrol,Dealer,Manual,First Owner
Honda,Honda City i VTEC VX,41000,Petrol,Dealer,Manual,First Owner
Honda,Honda Jazz 1.5 V i DTEC,15000,Diesel,Dealer,Manual,First Owner
Honda,Honda Jazz 1.5 VX i DTEC,36000,Diesel,Dealer,Manual,First Owner
Honda,Honda BR-V i-VTEC VX MT,30646,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV,23600,Petrol,Dealer,Manual,First Owner
Honda,Honda City i DTEC SV,71318,Diesel,Dealer,Manual,First Owner
Maruti,Maruti 800 Std,78098,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai EON Era Plus,30000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i10 Era,45000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Santro Xing GL,67000,Petrol,Individual,Manual,First Owner
Ford,Ford Figo Aspire Facelift,14681,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Verna 1.4 VTVT,25000,Petrol,Individual,Manual,First Owner
Ford,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,18054,Petrol,Dealer,Manual,First Owner
Honda,Honda City i DTEC VX,40000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i10 Sportz,30000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi Base,80000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 Asta 1.4 CRDi,20000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra TUV 300 T8,40000,Diesel,Individual,Manual,First Owner
Tata,Tata Indigo CS eLS BS IV,120000,Diesel,Individual,Manual,First Owner
Ford,Ford Fiesta 1.4 SXi TDCi ABS,120000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VXi,97000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Xylo H8 ABS with Airbags,70000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Accent CRDi,120000,Diesel,Individual,Manual,Second Owner
Skoda,Skoda Rapid 1.6 TDI PRESTIGE,88000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift ZDi,38406,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Santro Xing GLS,54350,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV,32260,Petrol,Dealer,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxE,58231,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift VXI,59858,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,73350,Petrol,Dealer,Manual,First Owner
Renault,Renault Duster 110PS Diesel RxZ,88473,Diesel,Dealer,Manual,First Owner
Honda,Honda City S,96987,Petrol,Dealer,Manual,First Owner
Mercedes-Benz,Mercedes-Benz GLS 2016-2020 350d 4MATIC,77350,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti Swift Dzire VDI,61187,Diesel,Dealer,Manual,First Owner
Mahindra,Mahindra Xylo E6,68350,Diesel,Dealer,Manual,First Owner
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,81150,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,30000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ciaz ZXi,30000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Vdi BSIII,120000,Diesel,Individual,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,180000,Diesel,Individual,Manual,First Owner
Fiat,Fiat Palio 1.2 Sport,50000,Petrol,Individual,Manual,Second Owner
Tata,Tata Manza Aqua Quadrajet BS IV,80000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Verito 1.5 D2 BSIII,280000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Creta 1.6 CRDi SX Option,90000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,250000,Diesel,Individual,Manual,Second Owner
Chevrolet,Chevrolet Cruze LT,90000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti,Maruti Swift Dzire LDi,110000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Zen LX,80000,Petrol,Individual,Manual,Second Owner
Fiat,Fiat Punto EVO 1.3 Dynamic,35000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON Era Plus,15000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,52000,Petrol,Individual,Manual,Second Owner
Volkswagen,Volkswagen Jetta 1.9 TDI Trendline,140000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VXI,60000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,17000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat LS,70000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Zen LX,97000,Petrol,Individual,Manual,Fourth & Above Owner
Ford,Ford Figo Diesel ZXI,125000,Diesel,Individual,Manual,Second Owner
Tata,Tata Indica GLS BS IV,300000,Petrol,Individual,Manual,Third Owner
Mahindra,Mahindra XUV500 W8 2WD,120000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i20 Asta 1.4 CRDi,87000,Diesel,Individual,Manual,First Owner
Fiat,Fiat Punto 1.3 Emotion,75000,Diesel,Individual,Manual,Third Owner
Tata,Tata Indigo Grand Petrol,60000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Creta 1.6 VTVT S,25000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2 SX,26000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Celerio Green VXI,78000,CNG,Individual,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2 SX,26000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Sail 1.2 Base,35000,Petrol,Individual,Manual,First Owner
Tata,Tata Indigo Grand Petrol,100000,Petrol,Individual,Manual,First Owner
Tata,Tata New Safari 4X2,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI,90000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet,Chevrolet Sail Hatchback LT ABS,80000,Diesel,Individual,Manual,First Owner
Honda,Honda City 1.3 EXI,100000,Petrol,Individual,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,20000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VXI,51000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LX BSIII,120000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai EON Era Plus Sports Edition,55000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,6000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,40000,Petrol,Individual,Manual,Second Owner
Skoda,Skoda Rapid 1.6 MPI AT Ambition BSIV,15000,Petrol,Individual,Automatic,First Owner
Ambassador,Ambassador CLASSIC 1500 DSL AC,50000,Diesel,Individual,Manual,Second Owner
Fiat,Fiat Linea T Jet Emotion,90000,Petrol,Individual,Manual,Second Owner
Renault,Renault Scala Diesel RxL,38500,Diesel,Individual,Manual,First Owner
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,35000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Gypsy King HT BSIV,49359,Petrol,Individual,Manual,Third Owner
Maruti,Maruti 800 AC Uniq,70000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI Minor,90000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R VXI BS IV,50000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 VX 8 STR,108731,Diesel,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,120000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI BSIII,40000,Petrol,Individual,Manual,Second Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,120000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Corolla H2,100000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti,Maruti Ritz VDi,110000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai,Hyundai EON Magna Plus,80000,Petrol,Individual,Manual,First Owner
Nissan,Nissan Micra Diesel XV,90000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra TUV 300 mHAWK100 T8,60000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna SX AT Diesel,75000,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai EON Magna Plus,20000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 CRDi E,80000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Zen LX - BS III,105700,Petrol,Individual,Manual,First Owner
Maruti,Maruti Celerio VXI Optional,14000,Petrol,Dealer,Manual,First Owner
Chevrolet,Chevrolet Spark 1.0,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI Optional,28000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Eeco 7 Seater Standard BSIV,51000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Alto 800 LXI Opt BSIV,56000,Petrol,Dealer,Manual,First Owner
Volkswagen,Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,35000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Esteem Lxi - BSIII,24000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto K10 VXI Optional,64000,Petrol,Dealer,Manual,Second Owner
Tata,Tata Indigo TDI,120000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Alto LXi,37091,Petrol,Individual,Manual,First Owner
Volvo,Volvo XC 90 D5 Inscription BSIV,80000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Alto K10 VXI,38900,Petrol,Individual,Manual,Third Owner
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,60000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Wagon R LXI Minor,110000,Petrol,Individual,Manual,Third Owner
Volkswagen,Volkswagen Vento Diesel Trendline,100000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Creta 1.6 CRDi SX,85000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Quadrajet LS,140000,Diesel,Individual,Manual,First Owner
Renault,Renault KWID RXT,20000,Petrol,Individual,Manual,First Owner
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,15000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra TUV 300 T10 Dual Tone,40000,Diesel,Individual,Manual,First Owner
Honda,Honda Jazz 1.2 S i VTEC,50000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai EON Era Plus,20000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W7 AT BSIV,50000,Diesel,Individual,Automatic,First Owner
Mahindra,Mahindra Thar CRDe AC,100000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,9400,Petrol,Individual,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,12000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,14100,CNG,Dealer,Manual,First Owner
Maruti,Maruti Celerio ZXI,21000,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai i10 Magna,28000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Ertiga SHVS ZDI Plus,35000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Verna 1.6 CRDi AT SX,31000,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti Ertiga SHVS ZDI,58000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Wagon R VXI Minor,25000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.2 Asta,72000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Ertiga ZDI,89000,Diesel,Dealer,Manual,First Owner
Toyota,Toyota Innova 2.5 V Diesel 8-seater,160000,Diesel,Dealer,Manual,First Owner
Ford,Ford Figo Petrol ZXI,30000,Petrol,Individual,Manual,Third Owner
Hyundai,Hyundai i10 Sportz 1.1L,37555,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV,14000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Ertiga VXI CNG,56600,CNG,Dealer,Manual,First Owner
Mahindra,Mahindra Scorpio EX,110000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Vitara Brezza VDi Option,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto 800 VXI,5000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Sail 1.2 Base,100000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Etios Liva GD SP,120000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VXI BSIII,67580,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Santro Xing GLS,100000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Esteem Lxi,60000,Petrol,Individual,Manual,First Owner
Ford,Ford Figo Diesel Titanium,125000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio 2.6 Turbo 7 Str,120000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna CRDi SX,130000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti 800 AC,250000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Creta 1.6 CRDi SX,52600,Diesel,Individual,Manual,First Owner
Honda,Honda City i DTEC S,82000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,19890,Petrol,Dealer,Automatic,First Owner
Mahindra,Mahindra Verito Vibe 1.5 dCi D6,40000,Diesel,Individual,Manual,First Owner
Nissan,Nissan Sunny XL D,78000,Diesel,Dealer,Manual,First Owner
Ford,Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,48238,Petrol,Trustmark Dealer,Automatic,First Owner
Hyundai,Hyundai i20 1.2 Magna Executive,38365,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra XUV500 W10 1.99 mHawk,23670,Diesel,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Baleno Zeta 1.2,49834,Petrol,Trustmark Dealer,Manual,First Owner
Honda,Honda Brio S MT,57353,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Swift DDiS VDI,68308,Diesel,Trustmark Dealer,Manual,First Owner
Honda,Honda City i DTEC SV,63240,Diesel,Trustmark Dealer,Manual,First Owner
Mahindra,Mahindra Scorpio 1.99 S4,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,100000,Petrol,Individual,Manual,First Owner
